No_voie;BTQ;Type_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
136;;RUE;ARISTIDE BRIAND;3;66,05;;Appartement
5;;RUE;BARBES;4;85,07;;Appartement
15;;RUE;BANES;3;58,94;;Appartement
17;T;RUE;SADI CARNOT;3;30,52;;Appartement
20;;RUE;DE ZILINA;3;71,62;;Appartement
7;;ALL;D ORLEANS;3;48,65;;Appartement
11;;RUE;DU GAL H BERTIER;4;122,79;;Appartement
119;;AV;EDOUARD HERRIOT;3;68,51;;Appartement
8;;RUE;LUCIEN VOILIN;1;23,28;;Appartement
115;;RUE;ESTIENNE D ORVES;1;22,51;;Appartement
9;;RUE;CROIX BOSSET;2;53,68;;Appartement
101;;RUE;DES CHENES;4;88,9;;Maison
23;;AV;DE LA REPUBLIQUE;4;64,41;;Appartement
98;;AV;PASTEUR;1;21,28;;Appartement
71;;RUE;DE ROMAINVILLE;3;49,28;;Appartement
137;B;RUE;DE PARIS;3;64,41;;Appartement
13;;RUE;DES ORMES;4;82,56;;Appartement
4;;ALL;PAUL LANGEVIN;4;73,6;;Appartement
8;;ALL;JOHANNES KEPLER;5;93,49;;Appartement
20;;RUE;FELIX EBOUE;4;72,52;;Maison
49;;RUE;MARCEL BOURDARIAS;3;59,69;;Appartement
9002;;RES;L ANGEVINE 2;4;85,22;;Appartement
197;;RUE;DE PARIS;2;34,92;;Appartement
25;;RUE;JULES VALLES;1;49,45;;Maison
1;;RUE;MARIN LA MESLEE;4;81,95;;Appartement
18;;AV;JEAN JAURES;3;68,12;;Appartement
8;;RUE;EMILE BLIN;1;20,5;;Appartement
5;;RUE;GEORGES POMPIDOU;1;26,72;;Appartement
9001;;;RES VERDUN LECLERC;2;41,7;;Appartement
13;;PL;LOUIS ARAGON;3;63,77;;Appartement
7;;RUE;DU MARECHAL VAILLANT;3;44,04;;Appartement
49;;RUE;PAUL BERT;1;28,5;;Appartement
39;;AV;DE BRETAGNE;5;94,35;;Maison
4;;RUE;RENARD;4;77,15;;Appartement
26;;RUE;JEAN JAURES;4;72,75;;Appartement
13;;AV;DES ARTS;9;304,8;;Maison
7;;RUE;ELSA TRIOLET;4;82,21;192;Maison
25;;RUE;DE CROSNE;2;40,04;;Appartement
33;;RUE;DE MONTREUIL;4;77,41;;Appartement
16;;AV;DU GAL DE GAULLE;5;146,82;;Appartement
;;RUE;PARMENTIER;3;41,75;;Appartement
27;;RUE;ALBERT MEUNIER;3;56,91;;Appartement
3;;ALL;CHARLES PEGUY;3;69,31;;Appartement
1;;AV;FOCH;4;80,28;;Appartement
;;;DERRIERE LES TOURNELLES;4;77,7;;Maison
39;;RUE;BUFFON;4;108,65;;Appartement
151;;RTE;DE BELLEVILLE;3;86,8;;Appartement
8;;RUE;DE GENEVE;2;52,58;;Appartement
22;;RUE;DE LA FRATERNITE;1;34,9;;Appartement
10;;RUE;SAINT ANTOINE;2;22,47;;Appartement
4;;AV;CAMILLE BLANC;2;47,42;;Appartement
4;;RUE;DE STALINGRAD;1;66,12;;Appartement
59;;AV;DU MARECHAL JUIN;2;67,99;;Appartement
12;;BD;DE LA REPUBLIQUE;3;59,74;;Appartement
124;;PROM;VAL DU CAREI;2;46,66;;Appartement
1;;AV;DE VERDUN;2;42,84;;Appartement
5277;;;LE VILLAGE;1;22,71;;Appartement
85;;RTE;DE VALS;3;59,05;;Appartement
9004;;CITE;DE LA SOUBEYRANNE;5;85,93;;Appartement
9004;;CITE;DE LA SOUBEYRANNE;4;69,46;;Appartement
5638;;RES;HAMEAU LES FALAISES;2;28,52;;Appartement
3;;RUE;JEAN JAURES;1;27,76;;Appartement
159;;RES;HORIZON;2;21,51;;Appartement
27;;AV;MARECHAL FOCH;2;50,43;;Appartement
9012;;MAIL;LE MAIL;3;64,3;;Appartement
57;;RUE;ADOLPHE THIERS;3;53,66;;Appartement
44;;RUE;CURIOL;1;20,37;;Appartement
46;;RUE;CHEVALIER PAUL;1;35,27;;Appartement
13;;RUE;BERANGER;3;55,7;;Appartement
77;;RUE;PAUTRIER;0;33,46;;Appartement
16;;RUE;ROBERT;2;22,8;;Appartement
89;;RUE;SAINT SEBASTIEN;1;51,43;;Appartement
30;;RUE;DES MOUSSES;1;20,45;;Appartement
14;;RUE;NEGRESKO;1;17,1;;Appartement
9001;;CITE;LE CORBUSIER;4;103,14;;Appartement
34;E;RUE;NICOLE ZEMMOUR;3;68,81;;Appartement
296;;BD;ROMAIN ROLLAND;5;76,15;;Appartement
25;;BD;BONIFAY;2;48,14;;Appartement
46;;RUE;SAINTE BAUME;1;27,3;;Appartement
49;;TSSE;DES BONNETS;4;67,2;;Appartement
6412;;VC;RES LES MARINES;2;36,23;;Appartement
48;;AV;EMILE ZOLA;1;27;;Appartement
87;;RUE;DE GOUEDIC;2;36,08;;Appartement
20;B;RUE;DE L ABREUVOIR;1;32;;Appartement
15;;PAS;DU PALOMA;4;66,81;;Appartement
28;;AV;DUCHESNE;4;73,65;;Appartement
1;;RUE;DE LA LIBERATION;2;40,43;;Appartement
6;;RUE;DES ECUYERS;2;32,2;;Appartement
4;;RUE;CHAUVEAU LAGARDE;3;65,63;;Appartement
106;;AV;DU GENERAL LECLERC;3;58,87;;Appartement
14;;RUE;DE L ASPIC;2;42,47;;Appartement
175;;CHE;DE LA DOUCE DAME;5;104,56;;Maison
72;B;AV;SALVADOR ALLENDE;3;78,83;;Appartement
2;;RUE;DES LOIS;3;68,06;;Appartement
10;;RUE;MONTESQUIEU;2;42;;Maison
16;;RUE;JULIE;2;51,43;;Appartement
46;;RES;LE HAMEAU PIERRE FABRE;3;58,22;;Appartement
20;;RUE;HIPPOLYTE GOURDON;4;86,01;;Maison
100;;AV;DE LA LIBERATION;3;59,74;;Appartement
232;;RUE;DE SUZON;1;21,55;;Appartement
9001;;RES;SARCIGNAN;3;52,66;;Appartement
86;;AV;D INGRIL;2;36,69;;Appartement
19;;RUE;ARAGO;2;44,09;;Appartement
17;;BD;JOLIOT CURIE;1;22,13;;Appartement
25;;RUE;GALPIN THIOU;2;51,26;;Appartement
22;;CHE;JESUS;0;18;;Appartement
77;B;CRS;JEAN JAURES;3;73,12;;Appartement
5383;;;LA VILLE;2;35,6;;Appartement
4;;CHE;DE L HERMITAGE;4;132,05;;Appartement
25;;ALL;DE LA DENT DE CROLLES;3;74,5;;Appartement
220;;ALL;DE PRE MAYEN;2;42,06;;Appartement
315;;RUE;DU CLOS CAPPERONY;2;23,57;;Appartement
93;;AV;CHARLES DE GAULLE;1;23,53;;Appartement
220;;CHE;DE LAREIGNE;2;42;;Appartement
30;;RUE;ANDRE BOUILLAR;4;88,35;;Appartement
5;;RUE;OLIVIER DE SERRES;3;74,57;;Appartement
3;;RUE;DE TERRENOIRE;2;47,9;;Appartement
8;;RUE;MARCEAU;4;69,11;;Appartement
38;;BD;OCEANIDES;1;24,04;;Appartement
1;;RUE;DE L ARDECHE;5;103,79;;Appartement
6;;RUE;JEAN PAUL SARTRE;3;61,06;;Appartement
2;;RUE;DES PERVENCHES;4;69,81;;Appartement
4;T;RUE;DUTHUARD;3;140;;Appartement
11;;RUE;LOUIS GAIN;3;77,18;;Appartement
48;;RUE;ST NICOLAS;4;82,6;;Appartement
9;;AV;DE LA RICHARDIERE;2;53,6;;Appartement
7;;MAIL;CLAUDE DEBUSSY;3;57;;Appartement
43;;RUE;CHARLIER;3;74,15;;Appartement
8;;RUE;RUE BERTRAND DE VOGUE;4;92,5;;Appartement
11;;RUE;LUCRECE MERCIER;3;67,77;;Appartement
10;;PL;DE L EGLISE;3;52,26;;Appartement
3;B;RUE;DU COLOMBIER;3;58,27;;Appartement
108;;RUE;SAINT ANDRE;5;133,89;;Appartement
37;;RUE;JULES FERRY;1;32,69;;Appartement
16;;RUE;D ALSACE;1;21,92;;Appartement
150;;BD;DE LA MER;4;71,74;;Appartement
;;RES;LES MARMOTTES;2;30,62;;Appartement
34;;RTE;DE BORDEAUX;3;64,3;;Appartement
2;;AV;RAYMOND DE VEYSSIERES;6;102,76;;Appartement
15;;RUE;REY LORAS;2;53,05;;Appartement
27;;RUE;DU PERRON;2;38,12;;Appartement
26;;RUE;DIDEROT;2;46,65;;Appartement
13;;RUE;BAUDIN;3;72;;Appartement
30;;RUE;PALAIS GRILLET;1;29,02;;Appartement
19;;QUAI;ROMAIN ROLLAND;3;143,12;;Appartement
5168;;;IMM LE GRAND PIC;1;17,94;;Appartement
5215;A;;TIGNY;2;42,3;;Appartement
143;;IMP;DES VIGNES;2;46,28;;Appartement
166;;AV;DE COURMAYEUR;2;33,66;;Appartement
70;;BD;SAINT MICHEL;4;85,61;;Appartement
34;;RUE;CLER;3;50,04;;Appartement
10;;RUE;DE GRANGE BATELIERE;2;39,86;;Appartement
41;;BD;DE LA VILLETTE;1;31,65;;Appartement
59;;RUE;DE LA FONTAINE AU ROI;3;62,72;;Appartement
79;;RUE;BRILLAT SAVARIN;2;30,81;;Appartement
12;;BD;EXELMANS;1;40,8;;Appartement
57;;RUE;PIXERECOURT;3;55,23;;Appartement
8;;RUE;PARC DE L'EPINETTE;4;71,59;;Appartement
15;;RUE;DU PRESBYTERE;3;60,22;;Appartement
6;B;AV;DE WAILLY;1;23,62;;Appartement
20;;RUE;DE DREUX;4;79,74;;Appartement
39;;BD;THIERS;6;156,5;;Maison
5;;RUE;DES JARDINS;2;84,28;;Appartement
254;;AV;DE LA MER;1;15,86;;Appartement
325;;RTE;DE LA BENOITE;3;87,49;;Appartement
59;;AV;GABRIEL PERI;2;35,55;;Appartement
11;;CHE;DU MARTINET;4;121,99;;Appartement
8;;RUE;PIERRE BROSSOLETTE;3;56,15;;Appartement
9001;;RES;ST MARC;4;81,5;;Appartement
216;;RUE;LANGERON;2;97,04;;Appartement
65;;BD;DES ACACIAS;3;65,4;;Appartement
58;;RUE;DE LA XAVEE;4;73,78;;Appartement
3;;RUE;DE BRASSE;2;34,48;;Appartement
8;;RUE;DES ANEMONES;3;63,54;;Appartement
1;B;RUE;PAUL FORT;1;25,35;;Appartement
101;;RUE;DU CHATEAU;1;19,5;;Appartement
91;;RUE;DU CHATEAU;3;61,23;;Appartement
77;;RUE;MARTRE;1;16,98;;Appartement
9;;AV;PUVIS DE CHAVANNES;3;59,72;;Appartement
9;;RUE;DE LA MUTUALITE;2;33,58;;Appartement
6;;AV;DE MONTCHANIN;3;53,1;;Appartement
45;;RUE;DES NOYERS;3;67;;Appartement
53;;AV;DE STALINGRAD;3;52,05;;Appartement
17;;BD;MAURICE BERTEAUX;2;46,6;;Appartement
16;B;AV;ALBERT 1ER;3;41,64;;Appartement
149;;RUE;DU MARECHAL LECLERC;2;35,76;;Appartement
6;;RUE;DE LA PAIX;2;36,15;;Appartement
3;;RUE;GALANDE;2;37,23;;Appartement
9;;RUE;DES CARRIERES;4;115,26;;Appartement
58;;AV;DU MONT BLANC;6;130,8;;Appartement
2;;RUE;DU RECULET;2;58,71;;Appartement
2;;RUE;DES MURIERS;3;76,16;;Appartement
5;;RUE;DU CANADA;4;83,21;;Appartement
54;;RUE;VICTOR HUGO;1;29,07;;Appartement
116;;BD;SADI CARNOT;4;90,45;;Appartement
640;;CHE;DES CAILLADES;5;103,92;;Appartement
29;;AV;VILLERMONT;3;69;;Appartement
4;;AV;CYRNOS;3;47,5;;Appartement
127;;PROM;DES ANGLAIS;1;52,8;;Appartement
65;;AV;DE   VALBERG;3;63,15;;Appartement
562;;CHE;DES RASCAS;3;66,02;;Appartement
190;;RTE;DE CANNES;3;35,76;;Appartement
280;;AV;DE LA BERMONE;1;26,71;;Appartement
27;;RUE;PIERRE BROSSOLETTE;2;35,63;;Appartement
4;;RUE;CHARBONNET;2;32,34;;Appartement
9;;;LA PINEDE;2;37,12;;Appartement
1;;RES;LA VOILE D'OC;3;32,53;;Appartement
71;;RES;HAMEAU DES PECHEURS;2;24,61;;Maison
12;;RUE;DU LUXEMBOURG;4;111,96;;Appartement
10;;QUAI;VICTOR HUGO;1;34,34;;Appartement
3;;RUE;DE SERIGNAN;2;33,08;;Appartement
5000;;AV;ERNEST SUBILIA;2;28,34;;Appartement
14;;PL;AUX HUILES;2;38,54;;Appartement
6;;RUE;GUINTRAND;1;20,2;;Appartement
29;;RUE;MARECHAL FAYOLLE;2;29,86;;Appartement
23;;RUE;D ISLY;1;27,65;;Appartement
30;;RUE;DES MOUSSES;2;50,32;;Appartement
14;;RUE;NEGRESKO;3;69,32;;Appartement
116;;BD;MIREILLE LAUZE;3;68,45;;Appartement
147;;AV;DE LA TIMONE;3;68,89;;Appartement
36;;AV;DE SAINT BARNABE;4;65,72;;Appartement
2;;IMP;DU CHALET;2;125,85;;Appartement
54;;RUE;G LE CONQUERANT;2;41,07;;Appartement
14;;BD;DE LA LIBERTE;1;30,84;;Appartement
9;;RUE;DU VERCORS;3;53,11;;Appartement
38;;AV;DES GLENAN;5;84,69;;Appartement
6572;;;ILE CAVALLO;4;87,16;;Appartement
5163;;;TIUCCIA;2;37,78;;Appartement
5;;RUE;D AUVERGNE;3;45,23;;Appartement
2;;AV;LE CENTURION;2;26,4;;Appartement
24;;AV;REGNAULD;1;31,12;;Appartement
6;;AV;DU PARC;3;52;;Appartement
26;;RUE;BONGRAND;1;18,52;;Appartement
267;;RUE;TRUCHON;2;47,34;;Appartement
14;;RUE;ANDRE MALRAUX;4;103,36;;Maison
18;;ALL;DES GRIVES;3;66,02;;Maison
3;;RUE;SIMONE VEIL;2;43,69;;Appartement
9001;;RES;FORTUNIO;3;62,84;;Appartement
11;;CLOS;DE VIC;3;29,6;;Maison
19;;RUE;JOSEPH PANAGET;3;62,91;;Appartement
4;;RUE;FRANCIS POULENC;3;57,03;;Appartement
52;;RUE;DE STALINGRAD;4;88,21;;Appartement
13;;RUE;ANTOINE POLOTTI;4;83,63;;Appartement
9;;RUE;ANNE FRANK;2;47,67;;Appartement
54;;RUE;PEYCHAN;4;70,21;;Appartement
4;;PL;PORTE CAMPET;4;94;;Appartement
154;;ALL;DU REGAIN;3;60,65;;Appartement
6;;RUE;DU CHATEAU GAILLARD;3;51,17;;Appartement
3;B;RUE;DES PATURES;1;29,94;;Appartement
57;;RUE;DES SANSONNETS;2;45,95;;Maison
227;;RUE;DE L ARDOUX;1;23,84;;Appartement
123;;AV;SAINT MICHEL;4;116,72;1112;Maison
11;;RUE;DES TROIS MARIES;4;16,24;;Appartement
21;;RUE;DE LA BUTTE;3;73,01;;Maison
16;;RUE;GARNIER;1;28,65;;Appartement
2;;AV;JEAN LURCAT;3;69,08;;Appartement
30;;RUE;DU GENERAL COMPERE;1;25,53;;Appartement
13;;RUE;ARISTIDE BRIAND;2;38,35;;Appartement
3;;PL;SAINT REMY;4;47,6;;Appartement
13;;RUE;JOSEPH MARIETTE;2;36,13;;Appartement
25;;RUE;DE QUEHELLO;2;39,56;;Appartement
14;;RUE;RAYMOND QUERO;3;61,47;;Appartement
1;;ALL;DE LA FRANGE;3;76,09;;Appartement
14;;RUE;SALVADOR ALLENDE;3;65,48;;Appartement
48;;RUE;DU PROGRES;4;68,77;;Appartement
22;;RUE;DE LA REPUBLIQUE;4;60,09;;Appartement
136;;RUE;PELEE PROLONGEE;3;36,96;;Appartement
57;;AV;DE L'ORANGERIE;3;58,5;;Appartement
3;;RUE;DU BLOC;1;22,98;;Appartement
12;;RUE;DES PINS;2;57,07;;Appartement
24;;PL;JEAN JAURES;2;29,94;;Appartement
15;;RUE;DUBREUIL;3;83,05;;Appartement
92;;RUE;DE LA GARE;5;100,55;;Appartement
13;;RUE;DUGAS MONTBEL;2;32,43;;Appartement
9;;PAS;PANAMA;1;27,5;;Appartement
39;;RUE;DENFERT ROCHEREAU;5;119,31;;Appartement
55;;BD;DES CANUTS;2;43,01;;Appartement
64;;RUE;COMMANDANT CHARCOT;1;24,8;;Appartement
27;;BD;EMILE ZOLA;1;16,58;;Appartement
6018;;;BALCONS DE VAL THO CHAL 6;4;63,8;;Appartement
396;;RTE;DE SALLANCHES;2;63,12;;Appartement
2;;RUE;DE LA PRAIRIE;2;45,83;;Appartement
54;;RUE;DE CLERY;2;18,96;;Appartement
9;;RUE;DE LA CORDERIE;1;39,18;;Appartement
79;;RUE;DES ARCHIVES;1;22,61;;Appartement
3;;RUE;DU PERCHE;1;43,71;;Appartement
24;;RUE;SAINT MARTIN;4;62,24;;Appartement
34;;RUE;DU FER A MOULIN;2;41;;Appartement
62;;RUE;MONSIEUR LE PRINCE;3;81,15;;Appartement
8;;RUE;JOSEPH BARA;5;117,1;;Appartement
9;;RUE;DE FLEURUS;3;78,74;;Appartement
150;;RUE;DE RENNES;3;52,84;;Appartement
9;;RUE;AMELIE;1;15,88;;Appartement
26;;RUE;GODOT DE MAUROY;3;63,45;;Appartement
32;;RUE;BUISSON ST LOUIS;3;42,01;;Appartement
51;B;AV;DE LA REPUBLIQUE;4;69,34;;Appartement
38;;BD;BEAUMARCHAIS;4;49,84;;Appartement
10;;RUE;VERONESE;2;29,68;;Appartement
28;;RUE;DELAMBRE;2;84,8;;Appartement
9;;RUE;D ODESSA;3;43,16;;Appartement
57;;RUE;DU MOULIN VERT;3;41,66;;Appartement
76;B;RUE;DES PLANTES;1;25,11;;Appartement
380;;RUE;DE VAUGIRARD;3;51,43;;Appartement
145;;RUE;DE LOURMEL;3;61,82;;Appartement
7;;RUE;LOUIS DAVID;2;59,47;;Appartement
53;;RUE;LEGENDRE;4;82,7;;Appartement
36;;BD;DES BATIGNOLLES;2;66,21;;Appartement
26;;RUE;TRUFFAUT;2;23,1;;Appartement
64;;RUE;MARX DORMOY;3;60,96;;Appartement
86;;RUE;PHILIPPE DE GIRARD;1;113,66;;Appartement
50;;RUE;PETIT;1;24,38;;Appartement
59;;RUE;D HAUTPOUL;2;32,05;;Appartement
14;;RUE;DE LA VILLETTE;2;30,9;;Appartement
41;;RUE;PELLEPORT;1;11,6;;Appartement
133;;RUE;DES PYRENEES;3;43,7;;Appartement
36;;RUE;JACQUES BOURGEOIS;2;44,51;;Appartement
30;B;RUE;DU VIEUX RU;6;130,72;239;Maison
6;;ALL;DE LA FORET;2;47,32;;Appartement
41;;PROM;DU BOIS;4;76,99;;Appartement
6;;RUE;DU STADE;2;32,71;;Appartement
13;;PL;CLAUDE MONET;2;42;;Appartement
4;B;RUE;MARCELIN BERTHELOT;2;43,46;;Appartement
68;;RUE;DE PARIS;2;47,26;;Appartement
12;;RUE;JULES LEFEVRE;3;70,09;;Appartement
40;;BD;DE L OURCQ;3;53,4;;Appartement
27;B;AV;MAURICE BERTEAUX;1;34,16;;Appartement
3;;RES;TROIS FORETS;4;75,76;;Appartement
25;;QUAI;DE L ILE DU BAC;4;88,05;;Maison
2;B;RUE;CHARLES DE GAULLE;1;25,7;;Appartement
5;;RUE;DES MONTS D ARREE;3;65,28;;Appartement
7;;RUE;DE L ANCIENNE MAIRIE;2;60,09;;Maison
1;;RUE;DE L OREE DE LA VALLEE;2;46,1;;Appartement
5;;AV;DE SAINT GERMAIN;2;45,71;;Appartement
3;;PROM;VENEZIA;2;50,33;;Appartement
12;;RUE;JULES HERBRON;5;94,08;;Appartement
68;;AV;COLONEL TEYSSIER;4;91,15;;Appartement
9000;;RES;LE PARC;2;29,56;;Appartement
4;;RUE;ADRIEN DUBOUCHE;1;26,38;;Appartement
22;;AV;GAMBETTA;2;50;;Appartement
61;;RUE;ROBERT SCHUMAN;3;66,23;;Appartement
4;;IMP;DE L ANCIENNE FORGE;1;22,3;;Appartement
19;;RUE;DE VILLOISON;2;39,99;;Appartement
11;;SQ;ALBERT EINSTEIN;3;66,25;;Appartement
1;;RUE;ALPHONSE LAVERAN;2;54,36;;Appartement
160;;AV;GENERAL LECLERC;3;62,98;;Appartement
2;B;CHE;DU COLLEGE;2;42,36;;Appartement
14;B;RUE;ANTOINE ROCCA;4;70,09;;Maison
76;;AV;JEAN JAURES;1;22,23;;Appartement
4;;CHE;DU FOUR A PAIN;3;50,23;;Appartement
9;;ALL;LAVOISIER;4;77,06;;Maison
1;;RUE;CHARLES CHEFSON;3;73,67;;Appartement
23;;RUE;PAUL DEROULEDE;3;66,48;;Appartement
18;;RUE;DE SEVRES;5;109,17;;Appartement
17;;RUE;MAILLASSON;2;22,05;;Appartement
78;;AV;J B CLEMENT;2;21,27;;Appartement
8;;AV;CHARLES DE GAULLE;1;20,44;;Appartement
94;;RUE;DU CHATEAU;2;43,28;;Appartement
21;;RUE;FERDINAND JAMIN;2;59,53;;Appartement
144;;RUE;D AULNAY;2;41,1;;Appartement
1;B;RUE;D ESTIENNE D ORVES;2;38,53;;Appartement
7;;RUE;MOSLARD;3;58,21;;Appartement
42;B;RUE;ALEXIS BOUVIER;4;72,8;;Maison
61;;RUE;VEUVE LACROIX;3;63,9;;Appartement
15;;RUE;P VAILLANT COUTURIER;4;78,35;;Appartement
18;;RUE;BARBES;4;102,14;;Appartement
58;;AV;JEAN JAURES;4;59;;Appartement
50;;RUE;MAURICE ARNOUX;3;58,03;;Appartement
21;;AV;ALEXANDRE;1;20,8;;Appartement
12;;RUE;DU MARCHE;1;21,37;;Appartement
85;;RUE;DE VILLIERS;1;28,86;;Appartement
50;;RUE;DE CHEZY;1;34,1;;Appartement
3;;RUE;DU BICENTENAIRE;1;37,71;;Appartement
134;;AV;PAUL DOUMER;1;22,21;;Appartement
187;;RTE;DE L EMPEREUR;1;50,86;;Appartement
134;;RUE;GAMBETTA;2;66,73;;Appartement
11;;RUE;FRANCOIS 1ER;2;22,9;;Appartement
9;;RUE;DE PARIS;2;36,9;;Appartement
76;;RUE;ROGER SALENGRO;3;62,23;;Appartement
12;;RUE;JULES MICHELET;1;27,7;;Appartement
1;;RUE;DU BEL AIR;4;63,08;;Appartement
47;;RUE;JEAN JAURES;3;68,06;;Appartement
46;B;RUE;ALEXANDRE BOUCHER;1;24,55;;Appartement
15;T;RUE;DE LA PRAIRIE;5;122,88;;Maison
14;;AV;DU PRESIDENT WILSON;5;80,36;;Appartement
56;B;RUE;DES ECOLES;4;100,3;;Maison
48;;AV;DE LA DAME BLANCHE;4;100,96;;Appartement
14;;ALL;VAN GOGH;3;67,24;;Appartement
71;;RUE;CARNOT;3;63,03;;Appartement
36;;AV;FUSILLES DE CHATEAUBRIANT;3;59,44;;Appartement
13;;RUE;ALBERT DE MUN;3;59,34;;Appartement
4;;RUE;DE LA PAIX;3;45,88;;Appartement
9;;RUE;SAO JOAO DA PESQUEIRA;5;93,89;;Appartement
42;;AV;DES GENOTTES;1;18,84;;Appartement
6;;RUE;ARISTIDE BRIAND;2;35,62;;Appartement
23;;;LA BUTTE OLIVE;5;103,19;;Maison
176;;AV;LA DIVISION LECLERC;3;72,63;;Appartement
9001;;ALL;DE BRETAGNE;5;92,54;;Appartement
4;B;RUE;DU MOUTON;0;29,67;;Maison
8;;ALL;BERTHELOT;5;84,85;;Maison
5820;F;;HABITATION BEAUREGARD;2;42,66;;Appartement
240;;RUE;DE PRE BAILLY;2;45,36;;Appartement
29;;BD;DUGOMMIER;2;51,24;;Appartement
18;;AV;DE LA ROSTAGNE;2;54,26;;Appartement
47;;BD;GUYNEMER;3;88,39;;Appartement
24;;RUE;DU PFR CALMETTE;2;38;;Appartement
6;;RUE;DE LA VERRERIE;2;25,68;;Appartement
77;;BD;ESTEREL PARC;1;34,94;;Appartement
52;;RUE;MAL VAUBAN;1;13,69;;Appartement
34;;BD;STALINGRAD;3;68,35;;Appartement
140;;QUAI;DE LA BANQUIERE;2;45,5;;Appartement
4;;AV;DES JASMINS;2;24,85;;Appartement
31;;RUE;EMILE ZOLA;1;26,48;;Appartement
100;;RES;LES HAMEAUX DE LA PLAGE;2;31,21;;Maison
9001;;RES;CENTRAL PARC;1;34,41;;Appartement
9001;;ALL;DES TOURNEURS;3;64,23;;Appartement
22;;RUE;MARIUS LIEUTAUD;1;21,12;;Appartement
9002;;CHE;DE SAINTE CROIX;3;53,45;;Appartement
26;;AV;GENERAL DE GAULLE;2;55;;Appartement
64;;BD;CAMILLE FLAMMARION;3;68,8;;Appartement
17;;BD;DES DAMES;3;84,67;;Appartement
133;;AV;DES CHARTREUX;3;90,06;;Appartement
3;;RUE;SAINT ETIENNE;2;49,13;;Appartement
81;;CRS;GOUFFE;3;57,46;;Appartement
2;;RUE;FORT DU SANCTUAIRE;1;23,07;;Appartement
66;;RUE;DU COMMANDANT ROLLAND;1;27,15;;Appartement
642;;AV;DE MAZARGUES;1;22,23;;Appartement
27;;TSSE;DE LA MALVINA;4;76,28;;Appartement
139;;AV;DES OLIVES;4;66;;Appartement
5001;F;RES;FONDACLE;5;107,3;;Appartement
40;;RUE;OLLIFFE;4;66,36;;Appartement
17;;AV;DE LA REPUBLIQUE;1;29,38;;Appartement
9001;;VC;RES LES MARINES 1;2;31,48;;Appartement
1194;;RUE;DE NORMANDIE;2;32,77;;Appartement
8;;RUE;CHARLES MOZIN;2;28,89;;Appartement
35;;RUE;JEAN JACQUES ROUSSEAU;4;114,48;;Appartement
14;;RUE;NEUVE D ARGENSON;2;55,53;;Appartement
1;;RUE;GUYNEMER;4;98,03;;Maison
9021;;RUE;MARECHAL LYAUTEY;3;72;;Appartement
13;;RUE;CARDINAL FESCH;1;41,77;;Appartement
5243;A;;SAN CIPRIANO;2;37,59;;Maison
841;;RTE;DE CARNON;1;38,29;;Appartement
465;;CHE;DES JUSTICES VIEILLES;4;76,95;;Appartement
10;;RUE;DU PRINTEMPS;4;77,2;;Appartement
50;;BD;GAMBETTA;5;80,15;;Appartement
26;;RUE;DES CONSULS;2;38,29;;Appartement
9;;RUE;PAUL ESTIVAL;2;42,56;;Appartement
230;;AV;DE CASTRES;3;59,36;;Appartement
53;;RTE;DE REVEL;1;18,38;;Appartement
247;;BD;DE LA COTE D'ARGENT;1;28,64;;Appartement
43;;RUE;LAFONTAINE;2;20,05;;Appartement
15;;RUE;TEULERE;2;41,9;;Appartement
22;;RUE;BOUDET;1;22,8;;Appartement
178;;RUE;STEHELIN CAUD;4;82,42;;Appartement
50;B;RUE;DES LIEGES;3;48,17;124;Maison
51;6;ALL;DE CAZAUX;4;88,19;;Maison
9055;;AV;DE LA VIGNE CAP FERRET;3;95,46;;Appartement
28;;AV;DES FAUVETTES;4;83,34;;Appartement
224;;CRS;GAMBETTA;1;20,4;;Appartement
96;;RTE;DE MONTPELLIER;2;36,2;;Appartement
9077;;CITE;DU CHATEAU VERT;4;59,04;;Appartement
65;;RUE;DE SAINT ENOGAT;2;44,38;;Appartement
2;;PL;DE L EGLISE;4;67;;Appartement
20;;RUE;DE BREST;2;41,46;;Appartement
4;;SQ;DU DAUPHINE;4;76,74;;Appartement
73;T;RUE;SAINT FRANCOIS;3;68,01;;Appartement
3;;RUE;DE LA MONNAIE;2;61,54;;Appartement
10;;RUE;DE BELGRADE;4;128,22;;Appartement
54;;CRS;BERRIAT;3;71,79;;Appartement
236;;RTE;DE L ALTIPORT;2;35,57;;Appartement
5362;;;GRAND PLAN;3;71,73;;Appartement
15;B;IMP;LE COURLIS;4;95,87;;Maison
87;;RUE;DE CARTALE;2;19;;Appartement
13;B;RUE;LA FONTAINE CHAUDE;4;84,77;;Appartement
5;;AV;DE LA GRANDE PLAGE;1;25,53;;Appartement
46;;RUE;LUCIEN JARDEL;2;45,59;;Appartement
16;;PL;DU FOREZ;1;37,43;;Appartement
91;;BD;JEAN BAPTISTE CLEMENT;6;120,99;;Appartement
19;;RUE;CHEVREUL;2;28,44;;Appartement
38;;RUE;DE LA VERDIERE;3;63,1;;Appartement
4;;RUE;MARCEL SEMBAT;3;49,26;;Appartement
16;;BD;BENONI GOULLIN;4;68,55;;Appartement
24;;RUE;COPERNIC;6;153,37;;Appartement
4;;AV;ANDREE VIOLLIS;3;62,1;;Appartement
1;;RUE;RECTEUR SCHMITT;1;28,47;;Appartement
